;DATE;T2M;PRECTOT;RH2M
5210;2014-04-07;25.13;72.55;90.97
5211;2014-04-08;25.53;14.45;86.86
5212;2014-04-09;25.56;6.08;87.94
5213;2014-04-10;25.9;1.31;81.6
5214;2014-04-11;26.23;4.0;82.61
5215;2014-04-12;26.42;6.33;83.8
5216;2014-04-13;25.72;10.54;86.9
5217;2014-04-14;25.83;9.35;84.35
5218;2014-04-15;25.55;13.65;86.05
5219;2014-04-16;26.35;2.21;82.05
5220;2014-04-17;26.53;3.82;81.97
5221;2014-04-18;26.34;2.18;84.61
5222;2014-04-19;26.95;4.85;84.16
5223;2014-04-20;27.1;3.02;80.23
5224;2014-04-21;27.8;0.36;76.43
5225;2014-04-22;27.56;1.47;79.67
5226;2014-04-23;27.36;3.1;79.35
5227;2014-04-24;26.99;0.58;82.21
5228;2014-04-25;27.36;0.82;79.79
5229;2014-04-26;27.79;2.3;77.96
5230;2014-04-27;28.03;1.91;78.0
5231;2014-04-28;27.81;8.32;79.14
5232;2014-04-29;26.9;1.14;80.45
5233;2014-04-30;28.03;3.56;76.71
5234;2014-05-01;27.28;1.82;81.7
5235;2014-05-02;26.97;10.14;82.47
5236;2014-05-03;26.76;3.56;81.48
5237;2014-05-04;26.84;0.77;79.75
5238;2014-05-05;27.03;1.85;79.33
5239;2014-05-06;27.16;1.61;83.56
5240;2014-05-07;27.51;2.63;82.67
5241;2014-05-08;27.48;0.51;80.39
5242;2014-05-09;27.37;1.7;82.7
5243;2014-05-10;26.9;2.45;82.99
5244;2014-05-11;26.98;4.64;83.23
5245;2014-05-12;26.47;10.14;86.3
5246;2014-05-13;25.67;2.51;88.23
5247;2014-05-14;26.61;1.87;81.59
5248;2014-05-15;26.69;2.09;82.33
5249;2014-05-16;26.42;2.85;83.33
5250;2014-05-17;26.57;0.97;83.25
5251;2014-05-18;26.72;1.33;81.81
5252;2014-05-19;26.3;7.9;86.56
5253;2014-05-20;25.79;5.83;85.75
5254;2014-05-21;26.09;2.14;82.38
5255;2014-05-22;25.89;5.14;85.92
5256;2014-05-23;26.5;14.46;83.86
5257;2014-05-24;25.87;12.56;84.29
5258;2014-05-25;25.9;3.88;86.67
5259;2014-05-26;26.72;1.76;84.96
5260;2014-05-27;27.01;0.19;81.55
5261;2014-05-28;26.51;5.52;87.56
5262;2014-05-29;26.26;2.39;85.16
5263;2014-05-30;26.41;0.54;82.45
5264;2014-05-31;26.38;0.77;82.81
5265;2014-06-01;26.24;4.92;87.13
5266;2014-06-02;26.03;5.08;91.62
5267;2014-06-03;26.23;2.35;86.82
5268;2014-06-04;26.48;0.9;85.29
5269;2014-06-05;26.6;0.95;84.44
5270;2014-06-06;26.54;2.91;85.0
5271;2014-06-07;26.62;4.79;85.74
5272;2014-06-08;26.62;2.99;84.98
5273;2014-06-09;26.68;3.94;86.02
5274;2014-06-10;26.63;6.39;88.39
5275;2014-06-11;26.11;6.84;88.18
5276;2014-06-12;26.14;0.6;82.91
5277;2014-06-13;26.22;0.82;82.97
5278;2014-06-14;26.13;5.56;85.01
5279;2014-06-15;25.87;8.8;84.9
5280;2014-06-16;25.78;3.42;84.19
5281;2014-06-17;26.11;0.47;84.06
5282;2014-06-18;26.26;1.68;83.93
5283;2014-06-19;26.07;1.02;84.03
5284;2014-06-20;25.24;31.1;86.43
5285;2014-06-21;25.54;6.59;82.46
5286;2014-06-22;26.27;8.13;83.57
5287;2014-06-23;25.32;4.22;83.88
5288;2014-06-24;25.81;3.52;84.22
5289;2014-06-25;25.94;2.24;84.81
5290;2014-06-26;25.8;2.38;85.07
5291;2014-06-27;25.59;1.74;81.89
5292;2014-06-28;25.58;0.26;80.86
5293;2014-06-29;25.42;0.41;81.33
5294;2014-06-30;25.68;1.37;82.95
5295;2014-07-01;25.56;2.63;84.07
5296;2014-07-02;25.71;2.78;84.91
5297;2014-07-03;25.7;1.24;84.38
5298;2014-07-04;25.93;0.29;82.76
5299;2014-07-05;25.9;0.55;81.8
5300;2014-07-06;25.29;0.1;80.69
5301;2014-07-07;25.38;0.05;80.25
5302;2014-07-08;25.53;0.62;81.86
5303;2014-07-09;25.34;1.25;83.76
5304;2014-07-10;25.42;0.88;82.57
5305;2014-07-11;25.14;1.35;85.3
5306;2014-07-12;25.75;0.81;83.83
5307;2014-07-13;26.53;0.44;80.96
5308;2014-07-14;26.36;1.37;81.17
5309;2014-07-15;25.24;3.5;86.75
5310;2014-07-16;25.79;2.65;82.17
5311;2014-07-17;25.19;3.39;85.07
5312;2014-07-18;25.71;4.69;84.45
5313;2014-07-19;25.84;3.45;86.04
5314;2014-07-20;25.44;14.73;90.05
5315;2014-07-21;25.62;2.19;83.2
5316;2014-07-22;25.3;0.01;78.07
5317;2014-07-23;25.03;1.39;77.97
5318;2014-07-24;25.23;0.41;77.22
5319;2014-07-25;25.53;0.07;79.01
5320;2014-07-26;25.44;0.01;79.97
5321;2014-07-27;25.26;0.01;77.62
5322;2014-07-28;24.87;0.0;76.17
5323;2014-07-29;25.07;0.0;78.18
5324;2014-07-30;25.54;0.0;77.85
5325;2014-07-31;25.91;0.1;78.99
5326;2014-08-01;25.8;0.35;80.3
5327;2014-08-02;25.9;2.16;81.06
5328;2014-08-03;25.94;1.32;80.9
5329;2014-08-04;26.0;0.5;80.73
5330;2014-08-05;25.74;0.1;77.32
5331;2014-08-06;25.5;0.04;75.89
5332;2014-08-07;25.91;2.67;81.34
5333;2014-08-08;25.77;1.34;80.11
5334;2014-08-09;25.27;5.95;84.09
5335;2014-08-10;25.09;0.1;77.0
5336;2014-08-11;25.15;0.32;74.91
5337;2014-08-12;25.31;0.04;74.69
5338;2014-08-13;25.32;0.07;73.95
5339;2014-08-14;25.65;0.01;73.53
5340;2014-08-15;25.66;0.09;72.71
5341;2014-08-16;25.22;0.73;77.25
5342;2014-08-17;25.38;0.54;78.09
5343;2014-08-18;25.9;0.19;74.8
5344;2014-08-19;25.79;0.29;76.46
5345;2014-08-20;25.74;0.8;75.64
5346;2014-08-21;26.14;0.02;75.32
5347;2014-08-22;26.03;0.0;68.92
5348;2014-08-23;25.79;0.0;68.68
5349;2014-08-24;25.64;0.0;68.32
5350;2014-08-25;25.45;0.07;65.3
5351;2014-08-26;25.86;0.28;73.37
5352;2014-08-27;26.13;0.42;70.65
5353;2014-08-28;25.8;0.02;68.96
5354;2014-08-29;25.88;0.01;70.79
5355;2014-08-30;25.84;0.0;69.39
5356;2014-08-31;25.75;0.0;63.63
5357;2014-09-01;25.91;0.0;66.2
5358;2014-09-02;25.71;0.0;65.97
5359;2014-09-03;25.29;0.0;63.72
5360;2014-09-04;25.86;0.0;68.87
5361;2014-09-05;26.34;0.0;63.23
5362;2014-09-06;26.1;0.01;63.22
5363;2014-09-07;26.13;0.0;64.94
5364;2014-09-08;25.82;0.11;68.93
5365;2014-09-09;25.6;0.0;66.87
5366;2014-09-10;25.93;0.0;66.33
5367;2014-09-11;26.35;0.0;62.72
5368;2014-09-12;26.39;0.0;64.79
5369;2014-09-13;26.09;0.0;64.07
5370;2014-09-14;25.76;0.0;63.06
5371;2014-09-15;26.0;0.0;63.27
5372;2014-09-16;26.58;0.01;69.26
5373;2014-09-17;27.24;0.06;69.53
5374;2014-09-18;27.45;0.04;64.39
5375;2014-09-19;26.87;0.05;60.96
5376;2014-09-20;26.39;0.0;62.94
5377;2014-09-21;26.7;0.0;63.57
5378;2014-09-22;26.88;0.22;62.08
5379;2014-09-23;26.68;0.02;60.85
5380;2014-09-24;26.83;0.0;57.03
5381;2014-09-25;26.52;0.0;59.12
5382;2014-09-26;26.85;0.0;63.78
5383;2014-09-27;27.72;0.0;65.02
5384;2014-09-28;27.45;0.0;62.31
5385;2014-09-29;27.19;0.0;60.11
5386;2014-09-30;27.13;0.0;59.62
5387;2014-10-01;26.64;0.0;62.22
5388;2014-10-02;26.67;0.0;62.08
5389;2014-10-03;26.63;0.0;59.3
5390;2014-10-04;26.34;0.0;62.27
5391;2014-10-05;26.56;0.0;62.86
5392;2014-10-06;26.97;0.0;62.82
5393;2014-10-07;27.38;0.0;59.0
5394;2014-10-08;27.3;0.0;57.88
5395;2014-10-09;27.82;0.0;56.5
5396;2014-10-10;28.09;0.0;51.92
5397;2014-10-11;27.48;0.0;53.77
5398;2014-10-12;28.14;0.0;55.56
5399;2014-10-13;28.62;0.01;59.36
5400;2014-10-14;28.93;0.3;63.49
5401;2014-10-15;28.87;0.15;60.84
5402;2014-10-16;28.1;0.0;63.6
5403;2014-10-17;28.56;0.03;62.72
5404;2014-10-18;28.61;1.45;65.44
5405;2014-10-19;28.79;0.17;63.57
5406;2014-10-20;29.0;1.22;61.71
5407;2014-10-21;28.61;0.58;60.47
5408;2014-10-22;28.03;0.02;58.46
5409;2014-10-23;28.3;3.95;61.85
5410;2014-10-24;28.32;0.52;62.54
5411;2014-10-25;28.32;0.14;59.05
5412;2014-10-26;27.97;0.0;58.55
5413;2014-10-27;27.54;0.0;58.96
5414;2014-10-28;28.33;0.0;56.46
5415;2014-10-29;28.19;0.44;58.63
5416;2014-10-30;28.19;0.12;54.23
5417;2014-10-31;28.45;0.0;53.23
5418;2014-11-01;28.06;0.01;55.79
5419;2014-11-02;28.07;0.01;55.34
5420;2014-11-03;28.28;0.0;57.99
5421;2014-11-04;29.02;0.02;59.46
5422;2014-11-05;29.21;0.27;60.66
5423;2014-11-06;29.15;0.16;60.2
5424;2014-11-07;28.83;1.67;64.28
5425;2014-11-08;28.78;2.23;63.22
5426;2014-11-09;28.73;3.49;64.82
5427;2014-11-10;28.17;3.01;69.78
5428;2014-11-11;28.3;0.22;61.61
5429;2014-11-12;28.68;0.23;59.57
5430;2014-11-13;29.26;0.31;60.36
5431;2014-11-14;28.57;1.99;64.97
5432;2014-11-15;27.36;4.39;73.29
5433;2014-11-16;27.76;1.47;71.17
5434;2014-11-17;27.98;6.59;70.55
5435;2014-11-18;28.48;1.69;65.84
5436;2014-11-19;28.47;2.31;66.55
5437;2014-11-20;27.89;4.2;72.67
5438;2014-11-21;27.94;4.11;72.4
5439;2014-11-22;27.8;5.53;74.55
5440;2014-11-23;28.46;4.04;73.15
5441;2014-11-24;27.85;4.15;76.85
5442;2014-11-25;29.32;2.39;66.17
5443;2014-11-26;29.26;1.97;65.71
5444;2014-11-27;29.18;1.35;67.09
5445;2014-11-28;28.96;4.68;69.59
5446;2014-11-29;28.48;5.36;72.28
5447;2014-11-30;27.49;16.05;79.96
5448;2014-12-01;27.46;8.21;78.5
5449;2014-12-02;26.94;4.89;80.76
5450;2014-12-03;26.32;11.78;80.72
5451;2014-12-04;26.81;2.12;76.55
5452;2014-12-05;26.08;9.75;83.49
5453;2014-12-06;25.71;34.53;85.96
5454;2014-12-07;26.24;8.95;82.66
5455;2014-12-08;25.69;26.37;87.02
5456;2014-12-09;25.25;19.94;89.21
5457;2014-12-10;25.14;18.19;86.22
5458;2014-12-11;25.64;7.36;84.16
5459;2014-12-12;25.97;5.06;85.71
5460;2014-12-13;26.62;0.44;82.04
5461;2014-12-14;27.58;1.33;76.37
5462;2014-12-15;27.55;1.01;78.66
5463;2014-12-16;26.41;2.78;84.98
5464;2014-12-17;26.69;8.53;81.11
5465;2014-12-18;27.08;5.57;80.38
5466;2014-12-19;26.51;6.49;85.3
5467;2014-12-20;27.0;1.39;81.73
5468;2014-12-21;27.05;0.79;78.77
5469;2014-12-22;27.54;4.95;76.97
5470;2014-12-23;27.97;4.61;76.06
5471;2014-12-24;27.42;4.53;77.59
5472;2014-12-25;26.65;7.98;86.03
5473;2014-12-26;26.97;8.12;83.46
5474;2014-12-27;26.74;13.49;84.21
5475;2014-12-28;26.32;9.64;87.14
5476;2014-12-29;25.87;46.35;89.82
5477;2014-12-30;25.23;24.55;90.23
5478;2014-12-31;25.52;22.6;90.53
5479;2015-01-01;25.62;22.3;88.32
5480;2015-01-02;25.43;22.76;89.74
5481;2015-01-03;25.11;39.28;91.23
5482;2015-01-04;25.02;17.98;89.21
5483;2015-01-05;25.13;19.92;90.24
5484;2015-01-06;25.03;20.55;90.58
5485;2015-01-07;25.32;13.82;89.62
5486;2015-01-08;25.61;8.57;88.15
5487;2015-01-09;25.46;12.03;89.13
5488;2015-01-10;25.65;11.25;86.77
5489;2015-01-11;25.65;6.0;84.96
5490;2015-01-12;25.77;5.15;83.81
5491;2015-01-13;26.18;1.8;81.64
5492;2015-01-14;26.06;4.29;84.19
5493;2015-01-15;25.82;14.87;86.52
5494;2015-01-16;25.01;19.18;90.07
5495;2015-01-17;25.46;1.92;86.14
5496;2015-01-18;25.7;10.02;84.96
5497;2015-01-19;25.42;20.62;87.21
5498;2015-01-20;25.13;11.9;89.12
5499;2015-01-21;25.19;4.36;87.52
5500;2015-01-22;25.4;17.7;87.82
5501;2015-01-23;25.1;11.73;87.53
5502;2015-01-24;25.98;1.72;84.6
5503;2015-01-25;26.2;4.12;84.37
5504;2015-01-26;25.42;27.83;89.63
5505;2015-01-27;25.48;25.59;88.37
5506;2015-01-28;25.29;25.61;89.64
5507;2015-01-29;25.56;9.49;86.92
5508;2015-01-30;25.67;9.06;86.39
5509;2015-01-31;24.82;21.11;91.38
5510;2015-02-01;25.11;3.96;84.24
5511;2015-02-02;25.59;4.65;85.62
5512;2015-02-03;25.48;10.25;87.73
5513;2015-02-04;25.39;12.67;87.83
5514;2015-02-05;25.36;8.54;86.01
5515;2015-02-06;25.37;6.61;84.22
5516;2015-02-07;25.99;3.29;82.41
5517;2015-02-08;25.07;3.31;88.04
5518;2015-02-09;26.69;21.92;82.25
5519;2015-02-10;26.38;5.02;83.19
5520;2015-02-11;25.4;17.86;89.61
5521;2015-02-12;24.6;12.64;92.16
5522;2015-02-13;24.89;15.61;87.32
5523;2015-02-14;25.13;7.62;85.37
5524;2015-02-15;25.68;0.92;81.65
5525;2015-02-16;25.76;4.51;85.48
5526;2015-02-17;26.11;6.59;83.65
5527;2015-02-18;26.0;2.0;84.12
5528;2015-02-19;26.05;13.27;85.93
5529;2015-02-20;24.66;30.87;91.66
5530;2015-02-21;25.37;13.07;86.89
5531;2015-02-22;26.05;2.4;84.78
5532;2015-02-23;25.71;9.02;91.1
5533;2015-02-24;25.08;13.34;87.87
5534;2015-02-25;25.35;0.12;83.48
5535;2015-02-26;26.0;0.41;82.16
5536;2015-02-27;26.41;0.4;83.11
5537;2015-02-28;26.46;2.06;83.44
5538;2015-03-01;26.21;4.73;83.59
5539;2015-03-02;25.2;18.45;88.17
5540;2015-03-03;24.55;54.22;90.8
5541;2015-03-04;25.09;6.01;87.32
5542;2015-03-05;24.7;11.41;87.81
5543;2015-03-06;24.56;18.42;89.64
5544;2015-03-07;25.09;3.3;82.88
5545;2015-03-08;25.74;0.28;80.55
5546;2015-03-09;25.95;3.55;84.61
5547;2015-03-10;26.29;1.6;82.26
5548;2015-03-11;26.23;2.41;82.12
5549;2015-03-12;26.01;3.24;82.92
5550;2015-03-13;26.12;3.13;82.99
5551;2015-03-14;26.61;1.06;81.0
5552;2015-03-15;26.07;3.74;84.22
5553;2015-03-16;25.02;2.98;87.56
5554;2015-03-17;25.61;4.91;84.67
5555;2015-03-18;26.89;1.26;77.57
5556;2015-03-19;26.72;1.34;82.94
5557;2015-03-20;27.04;4.91;80.25
5558;2015-03-21;27.15;1.77;78.79
5559;2015-03-22;26.48;9.95;84.55
5560;2015-03-23;26.04;3.21;84.19
5561;2015-03-24;27.1;1.04;78.44
5562;2015-03-25;27.02;2.38;81.19
5563;2015-03-26;27.03;0.81;80.15
5564;2015-03-27;27.23;0.82;78.96
5565;2015-03-28;27.12;1.32;80.4
5566;2015-03-29;27.34;4.04;80.55
5567;2015-03-30;27.55;6.31;79.34
5568;2015-03-31;27.1;13.46;83.37
5569;2015-04-01;27.07;5.24;81.9
5570;2015-04-02;27.16;25.07;81.74
5571;2015-04-03;27.33;19.03;77.3
5572;2015-04-04;26.8;3.19;79.1
5573;2015-04-05;26.52;1.98;81.73
5574;2015-04-06;26.15;10.63;83.24
5575;2015-04-07;26.71;0.67;78.02
5576;2015-04-08;27.3;0.11;75.92
5577;2015-04-09;26.98;1.93;78.0
5578;2015-04-10;26.71;4.73;81.17
5579;2015-04-11;26.88;4.77;82.19
5580;2015-04-12;26.07;34.34;88.75
5581;2015-04-13;25.01;23.82;88.76
5582;2015-04-14;26.56;0.58;76.48
5583;2015-04-15;26.79;0.43;78.34
5584;2015-04-16;26.34;4.89;85.0
5585;2015-04-17;26.09;2.12;84.11
5586;2015-04-18;27.2;0.33;76.92
5587;2015-04-19;27.28;0.58;76.52
5588;2015-04-20;27.31;0.46;78.24
5589;2015-04-21;26.24;1.42;84.73
5590;2015-04-22;27.36;0.53;76.5
5591;2015-04-23;27.37;3.61;77.96
5592;2015-04-24;26.65;11.87;82.14
5593;2015-04-25;25.93;16.88;84.33
5594;2015-04-26;25.22;23.4;87.03
5595;2015-04-27;26.53;1.64;80.95
5596;2015-04-28;26.97;2.03;80.03
5597;2015-04-29;26.7;2.03;82.75
5598;2015-04-30;26.56;3.71;83.32
5599;2015-05-01;26.29;1.61;81.73
5600;2015-05-02;25.45;5.79;87.87
5601;2015-05-03;25.46;2.29;88.35
5602;2015-05-04;26.13;3.48;85.7
5603;2015-05-05;25.97;12.28;85.31
5604;2015-05-06;26.48;0.24;77.83
5605;2015-05-07;26.16;0.59;78.4
5606;2015-05-08;26.22;0.08;80.51
5607;2015-05-09;26.28;0.91;82.88
5608;2015-05-10;26.22;0.79;84.1
5609;2015-05-11;26.71;0.54;83.19
5610;2015-05-12;26.45;4.05;87.54
5611;2015-05-13;26.71;2.45;83.67
5612;2015-05-14;26.56;0.41;80.66
5613;2015-05-15;26.2;0.04;76.74
5614;2015-05-16;25.96;0.08;75.92
5615;2015-05-17;26.12;0.14;78.58
5616;2015-05-18;26.19;0.46;81.58
5617;2015-05-19;26.35;0.38;81.52
5618;2015-05-20;26.28;0.55;81.06
5619;2015-05-21;26.32;0.06;81.77
5620;2015-05-22;26.61;0.35;80.59
5621;2015-05-23;26.4;0.58;78.73
5622;2015-05-24;26.37;0.03;78.59
5623;2015-05-25;26.4;0.11;80.57
5624;2015-05-26;26.53;0.13;80.14
5625;2015-05-27;26.6;0.13;78.47
5626;2015-05-28;26.09;0.73;84.76
5627;2015-05-29;26.16;2.16;83.38
5628;2015-05-30;26.0;2.64;86.48
5629;2015-05-31;26.23;1.84;83.76
5630;2015-06-01;26.36;9.47;84.41
5631;2015-06-02;26.56;16.4;83.39
5632;2015-06-03;26.05;6.71;85.48
5633;2015-06-04;25.97;8.74;88.58
5634;2015-06-05;26.23;1.44;85.35
5635;2015-06-06;26.43;1.32;85.01
5636;2015-06-07;26.25;5.42;89.23
5637;2015-06-08;26.05;4.93;87.97
5638;2015-06-09;25.75;3.11;87.14
5639;2015-06-10;25.85;2.0;84.18
5640;2015-06-11;25.91;2.65;83.82
5641;2015-06-12;25.78;1.08;82.77
5642;2015-06-13;25.58;0.42;81.76
5643;2015-06-14;25.58;0.42;80.34
5644;2015-06-15;25.7;0.18;78.63
5645;2015-06-16;25.76;0.38;80.53
5646;2015-06-17;25.87;0.14;80.7
5647;2015-06-18;25.75;0.1;79.86
5648;2015-06-19;25.41;1.56;80.49
5649;2015-06-20;25.4;0.4;78.97
5650;2015-06-21;25.85;0.08;79.13
5651;2015-06-22;25.77;0.09;77.41
5652;2015-06-23;25.28;3.38;82.9
5653;2015-06-24;25.34;1.18;82.93
5654;2015-06-25;25.33;1.25;83.67
5655;2015-06-26;25.51;0.53;81.35
5656;2015-06-27;25.74;0.01;78.68
5657;2015-06-28;25.67;0.03;78.29
5658;2015-06-29;25.71;0.05;77.49
5659;2015-06-30;25.71;0.02;75.42
5660;2015-07-01;25.5;0.03;76.49
5661;2015-07-02;25.41;0.02;75.23
5662;2015-07-03;25.08;0.0;74.93
5663;2015-07-04;24.8;0.0;76.89
5664;2015-07-05;25.28;0.03;77.03
5665;2015-07-06;25.42;0.0;74.69
5666;2015-07-07;25.37;0.0;73.14
5667;2015-07-08;25.78;0.0;72.29
5668;2015-07-09;25.93;0.0;77.46
5669;2015-07-10;26.14;0.01;78.4
5670;2015-07-11;26.1;0.01;76.54
5671;2015-07-12;26.05;0.0;76.77
5672;2015-07-13;26.24;0.01;77.03
5673;2015-07-14;25.57;0.0;72.39
5674;2015-07-15;25.47;0.02;74.66
5675;2015-07-16;25.98;0.09;77.69
5676;2015-07-17;26.2;0.22;76.36
5677;2015-07-18;25.92;0.06;75.36
5678;2015-07-19;25.83;0.04;74.04
5679;2015-07-20;25.81;0.04;72.97
5680;2015-07-21;25.94;0.07;73.13
5681;2015-07-22;26.41;0.4;74.84
5682;2015-07-23;26.19;0.41;73.93
5683;2015-07-24;25.76;0.2;71.65
5684;2015-07-25;26.02;1.12;76.26
5685;2015-07-26;26.13;0.89;76.02
5686;2015-07-27;26.11;0.55;74.79
5687;2015-07-28;26.14;0.71;74.09
5688;2015-07-29;25.9;0.63;73.67
5689;2015-07-30;25.89;1.84;75.01
5690;2015-07-31;26.08;0.11;72.49
5691;2015-08-01;25.97;0.08;70.19
5692;2015-08-02;25.57;0.2;70.95
5693;2015-08-03;25.4;0.05;68.96
5694;2015-08-04;25.4;0.03;70.1
5695;2015-08-05;25.63;0.0;67.62
5696;2015-08-06;25.41;0.0;66.13
5697;2015-08-07;25.54;0.0;69.29
5698;2015-08-08;25.88;0.0;70.36
5699;2015-08-09;26.32;0.0;71.29
5700;2015-08-10;26.29;0.01;73.19
5701;2015-08-11;26.55;0.02;72.01
5702;2015-08-12;26.51;0.15;71.52
5703;2015-08-13;26.31;0.47;74.5
5704;2015-08-14;25.67;0.07;72.45
5705;2015-08-15;25.33;0.0;66.39
5706;2015-08-16;25.06;0.0;65.68
5707;2015-08-17;25.56;0.03;71.65
5708;2015-08-18;25.01;0.0;66.41
5709;2015-08-19;25.31;0.0;65.12
5710;2015-08-20;25.56;0.0;65.9
5711;2015-08-21;25.63;0.0;65.66
5712;2015-08-22;25.83;0.02;70.16
5713;2015-08-23;26.12;0.04;72.08
5714;2015-08-24;26.37;0.32;72.73
5715;2015-08-25;26.67;0.18;69.31
5716;2015-08-26;26.72;0.02;67.88
5717;2015-08-27;26.67;0.16;71.11
5718;2015-08-28;26.85;0.49;68.3
5719;2015-08-29;25.88;0.04;70.14
5720;2015-08-30;25.51;0.0;69.19
5721;2015-08-31;25.97;0.0;66.51
5722;2015-09-01;26.11;0.0;67.46
5723;2015-09-02;26.33;0.0;65.79
5724;2015-09-03;25.93;0.0;66.37
5725;2015-09-04;26.02;0.0;66.97
5726;2015-09-05;26.3;0.0;65.55
5727;2015-09-06;26.38;0.0;63.43
5728;2015-09-07;25.87;0.0;58.79
5729;2015-09-08;25.71;0.0;59.08
5730;2015-09-09;25.84;0.01;67.0
5731;2015-09-10;26.58;0.2;67.28
5732;2015-09-11;26.48;0.97;65.23
5733;2015-09-12;26.47;0.13;62.28
5734;2015-09-13;26.21;0.0;59.46
5735;2015-09-14;26.55;0.0;61.65
5736;2015-09-15;26.54;0.0;63.48
5737;2015-09-16;27.16;0.0;64.92
5738;2015-09-17;27.3;0.0;62.85
5739;2015-09-18;27.09;0.0;63.61
5740;2015-09-19;27.21;0.0;64.15
5741;2015-09-20;27.69;0.01;62.76
5742;2015-09-21;27.2;0.0;59.79
5743;2015-09-22;27.38;0.0;53.97
5744;2015-09-23;27.03;0.0;58.73
5745;2015-09-24;26.82;0.0;63.49
5746;2015-09-25;26.88;0.0;63.93
5747;2015-09-26;27.13;0.0;62.83
5748;2015-09-27;27.2;0.0;61.82
5749;2015-09-28;27.4;0.0;61.54
5750;2015-09-29;27.63;0.01;62.81
5751;2015-09-30;27.36;0.0;60.57
5752;2015-10-01;27.55;0.03;61.06
5753;2015-10-02;27.33;0.02;63.04
5754;2015-10-03;27.4;0.03;60.99
5755;2015-10-04;27.74;0.01;62.16
5756;2015-10-05;27.55;0.11;61.31
5757;2015-10-06;27.36;0.01;60.06
5758;2015-10-07;27.46;0.0;60.06
5759;2015-10-08;27.27;0.06;60.41
5760;2015-10-09;27.61;0.12;60.81
5761;2015-10-10;27.76;0.6;66.01
5762;2015-10-11;27.94;0.03;60.39
5763;2015-10-12;27.51;0.0;59.55
5764;2015-10-13;27.32;0.0;58.27
5765;2015-10-14;26.93;0.0;58.08
5766;2015-10-15;27.02;0.0;61.67
5767;2015-10-16;27.16;0.0;56.61
5768;2015-10-17;27.12;0.0;61.94
5769;2015-10-18;27.11;0.0;58.63
5770;2015-10-19;27.48;0.0;59.91
5771;2015-10-20;27.41;0.0;63.0
5772;2015-10-21;27.82;0.0;61.98
5773;2015-10-22;28.03;0.0;59.4
5774;2015-10-23;27.68;0.0;63.1
5775;2015-10-24;28.1;0.04;64.27
5776;2015-10-25;28.77;0.2;63.76
5777;2015-10-26;29.12;0.29;65.53
5778;2015-10-27;28.87;0.77;61.83
5779;2015-10-28;28.46;0.87;64.0
5780;2015-10-29;28.72;1.77;65.5
5781;2015-10-30;28.63;1.76;62.44
5782;2015-10-31;28.27;4.1;66.64
5783;2015-11-01;28.85;1.71;62.9
5784;2015-11-02;28.88;0.42;63.28
5785;2015-11-03;28.72;0.09;61.91
5786;2015-11-04;28.76;1.0;60.58
5787;2015-11-05;28.56;2.68;67.46
5788;2015-11-06;28.21;2.27;70.93
5789;2015-11-07;29.03;0.39;63.57
5790;2015-11-08;29.56;0.41;60.46
5791;2015-11-09;28.62;6.54;70.25
5792;2015-11-10;28.55;3.24;70.01
5793;2015-11-11;28.67;2.03;69.19
5794;2015-11-12;28.9;1.59;66.65
5795;2015-11-13;29.22;0.96;63.56
5796;2015-11-14;28.93;5.97;67.6
5797;2015-11-15;27.86;6.69;75.01
5798;2015-11-16;28.45;4.65;71.25
5799;2015-11-17;27.77;8.1;76.51
5800;2015-11-18;28.5;2.37;69.51
5801;2015-11-19;27.75;3.47;72.8
5802;2015-11-20;28.5;0.6;64.59
5803;2015-11-21;28.48;0.37;67.72
5804;2015-11-22;28.91;0.39;62.56
5805;2015-11-23;28.69;0.05;62.96
5806;2015-11-24;28.85;0.05;65.02
5807;2015-11-25;29.57;0.6;63.58
5808;2015-11-26;28.67;1.59;70.8
5809;2015-11-27;28.29;8.14;73.62
5810;2015-11-28;28.04;9.68;75.78
5811;2015-11-29;28.05;11.05;77.36
5812;2015-11-30;28.85;4.03;70.94
5813;2015-12-01;29.11;2.78;71.18
5814;2015-12-02;27.6;3.35;80.47
5815;2015-12-03;27.73;3.01;76.41
5816;2015-12-04;27.93;1.25;75.25
5817;2015-12-05;28.07;1.65;75.32
5818;2015-12-06;27.64;3.08;78.39
5819;2015-12-07;27.94;1.89;75.63
5820;2015-12-08;28.58;2.47;72.44
5821;2015-12-09;29.23;2.29;70.43
5822;2015-12-10;29.34;1.23;70.56
5823;2015-12-11;29.09;1.56;73.13
5824;2015-12-12;27.84;6.22;79.43
5825;2015-12-13;27.05;12.71;83.58
5826;2015-12-14;27.14;19.45;81.47
5827;2015-12-15;25.83;39.39;91.83
5828;2015-12-16;25.66;17.54;88.43
5829;2015-12-17;25.86;36.02;85.64
5830;2015-12-18;25.3;51.41;89.56
5831;2015-12-19;25.85;46.98;87.35
5832;2015-12-20;25.51;32.53;86.46
5833;2015-12-21;25.56;9.02;83.59
5834;2015-12-22;26.87;1.42;73.23
5835;2015-12-23;26.69;6.13;84.42
5836;2015-12-24;26.12;13.64;87.69
5837;2015-12-25;26.02;40.12;84.4
5838;2015-12-26;26.74;1.49;79.53
5839;2015-12-27;26.95;1.4;81.53
5840;2015-12-28;26.53;2.92;86.78
5841;2015-12-29;26.45;3.17;85.04
5842;2015-12-30;26.63;3.39;82.86
5843;2015-12-31;27.3;6.97;79.82
5844;2016-01-01;27.69;1.56;78.94
